cid,mouse_vi,smiles
4594,82.8,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
4601,33.0,Cc1ccccc1C(OCCN(C)C)c1ccccc1
4602,180.0,O=C(Nc1ccc(O)cc1)c1ccccc1O
4614,93.0,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
4615,25.0,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
4619,13.0,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1
4626,10000.0,NC(=O)CN1CC(O)CC1=O
4628,177.0,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
4630,1.382,O=C1CCCN1CC#CCN1CCCC1
4631,20.0,C=CCOc1ccccc1OCC(O)CNC(C)C
4633,7.8,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
4636,2.7,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
4641,52.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
4649,3898.0,Nc1ccc(C(=O)O)c(O)c1
4651,5.7,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1
4680,25.0,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
4688,56.0,C#CCN(C)Cc1ccccc1
4696,5.0,O=C1C=C2C(=CCOC2O)O1
4737,65.0,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
4740,108.0,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
4744,75.0,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
4747,27.7,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
4748,19.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
4757,180.0,c1ccc2nc3ccccc3nc2c1
4760,130.0,O=C1c2ccccc2C(=O)C1c1ccccc1
4761,48.0,CN(C)CCC(c1ccccc1)c1ccccn1
4763,218.0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
4766,1368.0,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
4767,354.0,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
4770,320.0,NC(=O)OCCCc1ccccc1
4771,14.0,CC(C)(N)Cc1ccccc1
4781,90.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
4820,17.0,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2
4822,23.0,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1
4826,177.0,CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C
4828,22.6,CC(C)NCC(O)COc1cccc2[nH]ccc12
4830,66.0,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
4831,300.0,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
4837,1180.0,C1CNCCN1
4839,75.0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1
4843,9200.0,NC(=O)CN1CCCC1=O
4848,156.0,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
4849,618.0,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
4850,88.0,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
4855,100.0,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
4873,117.0,[Cl-].[K+]
4883,67.4,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
4886,79.0,CCCCOc1ccc(OCCCN2CCOCC2)cc1
4893,400.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
4906,59.9,CCCNC(C)C(=O)Nc1ccccc1C
4908,15.9,COc1cc(NC(C)CCCN)c2ncccc2c1
4913,49.0,CCN(CC)CCNC(=O)c1ccc(N)cc1
4914,45.0,CCN(CC)CCOC(=O)c1ccc(N)cc1
4917,85.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
4919,60.0,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
4922,2250.0,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1
4926,45.0,CN(C)CCCN1c2ccccc2Sc2ccccc21
4927,40.0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
4930,28.8,CC(C)NCC(O)c1ccc2ccccc2c1
4938,107.0,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C
4943,50.0,CC(C)c1cccc(C(C)C)c1O
4946,24.4,CC(C)NCC(O)COc1cccc2ccccc12
4949,300.0,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1
4970,31.0,CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3
4976,30.0,CNCCCC1c2ccccc2C=Cc2ccccc21
4977,475.0,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
4980,74.0,CN(C)CCc1c[nH]c2cccc(O)c12
4992,23.0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
5032,100.0,CNC(C)C(O)c1ccccc1
5037,370.0,Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C
5039,80.0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
5042,500.0,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1
5070,34.5,Nc1nc2ccc(OC(F)(F)F)cc2s1
5073,26.9,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
5147,313.0,NC(=O)c1ccccc1O
5154,19.4,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
5190,47.0,N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1
5196,126.0,NNC(N)=O
5202,81.0,NCCc1c[nH]c2ccc(O)cc12
5215,180.0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
5216,100.0,CCNc1nc(Cl)nc(NCC)n1
5234,645.0,[Cl-].[Na+]
5235,50.83,[F-].[Na+]
5237,13.0,O=C(O)CF
5253,113.0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
5265,25.5,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
5281,23.0,CCCCCCCCCCCCCCCCCC(=O)O
5298,0.865,COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O
5314,0.28,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
5315,10000.0,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
5319,320.0,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
5323,844.0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
5326,1000.0,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
5327,1776.0,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
5328,1820.0,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
5329,1460.0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
5330,1000.0,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
5332,1010.0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
5333,500.0,Nc1ccc(S(N)(=O)=O)cc1
5335,470.0,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
5339,1096.0,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
5340,990.0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
5342,240.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
5344,2500.0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
5353,163.0,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1
5355,48.0,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
5359,185.0,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
5361,620.0,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1
5362,285.0,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
5380,1121.0,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1
5386,750.0,O=c1[nH]c(=O)n(C2CCCO2)cc1F
5411,6.0,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
5413,36.0,CC[N+](CC)(CC)CC
5419,48.1,c1ccc2c(c1)CCCC2C1=NCCN1
5440,71.60000000000001,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
5452,53.0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
5453,14.5,S=P(N1CC1)(N1CC1)N1CC1
5472,88.0,Clc1ccccc1CN1CCc2sccc2C1
5479,250.0,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
5482,188.0,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
5483,1733.0,CC(S)C(=O)NCC(=O)O
5484,55.0,CN1CCCC(=C(c2cccs2)c2cccs2)C1
5497,180.0,CCN(CC)C(=O)c1cccnc1
5501,60.0,CCOC(=O)NNc1nncc2ccccc12
5502,415.0,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21
5504,40.0,c1ccc(CC2=NCCN2)cc1
5505,770.0,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
5509,680.0,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
5510,4800.0,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
5511,34.0,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1
5526,1350.0,NCC1CCC(C(=O)O)CC1
5531,101.0,CCN(CC)c1cc(C)nc2ncnn12
5533,91.0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
5534,112.0,C(#CCN1CCCC1)CN1CCCC1
5536,500.0,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
5541,1600.0,CC(=O)OCC(COC(C)=O)OC(C)=O
5546,25.077,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
5560,750.0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
5561,19.5,ClCCN(CCCl)CCCl
5565,350.0,NCCNCCNCCN
5566,29.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
5567,26.0,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
5568,34.0,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
5572,41.0,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
5574,33.0,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
5576,2000.0,CN1C(=O)OC(C)(C)C1=O
5578,132.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
5584,38.0,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
5587,23.0,CN(C)CCN(Cc1ccccc1)c1ccccn1
5591,42.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
5597,100.0,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC
5610,229.0,NCCc1ccc(O)cc1
5632,610.0,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1
5639,203.0,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
5641,500.0,CCOC(N)=O
5646,25.0,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C
5663,56.3,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC
5666,60.0,CCOc1ccccc1OCC1CNCCO1
5707,18.0,Cc1cccc(C)c1NC1=NCCCS1
5727,9.09,Cl[Zn]Cl
5734,816.0,NS(=O)(=O)Cc1noc2ccccc12
5735,321.0,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
5736,43.3,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
5746,4.0,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12
5748,30.0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-]
5750,32.0,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl
5752,425.0,CCC(O)(COC(N)=O)c1ccccc1
5755,180.0,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
5761,46.0,CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
5763,27.0,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl
5770,21.0,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
5773,2200.0,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12
5775,35.0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
5776,35.2,COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.Cl.Cl
5780,9480.0,OCC(O)C(O)C(O)C(O)CO
5791,57.0,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.Cl
5792,151.0,OC(c1ccccc1)c1nc2ccccc2[nH]1
5795,33.0,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl
5798,280.0,c1ccc2[nH]cnc2c1
5800,460.0,Cl.Nc1ccccc1O
5805,38.0,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1.Cl
5806,39.0,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1
5807,65.0,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl
5808,100.0,CC(C)NCC(O)c1ccc(O)c(O)c1
5814,18.0,NCC(O)c1ccc(O)c(O)c1
5815,1.78,CNCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O
5816,0.217,CNCC(O)c1ccc(O)c(O)c1
5818,370.0,Cl.Cl.NCCc1cnc[nH]1
5820,50.0,ClCCN(Cc1ccccc1)Cc1ccccc1
5824,0.16,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-]
5825,10.0,CC(N)Cc1ccccc1.CC(N)Cc1ccccc1.O=S(=O)(O)O
5826,25.0,CC(N)Cc1ccccc1
5831,0.3,C[N+](C)(C)CCOC(N)=O.[Cl-]
5833,260.0,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
5842,218.0,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
5849,29.0,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1.O=C([O-])C(O)C(O)C(=O)O.O=C([O-])C(O)C(O)C(=O)O
5852,3840.0,CC(C)(S)C(N)C(=O)O
5853,290.0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
5854,340.0,CC12CCC3C(CCC4CC(O)C(N5CCOCC5)CC43C)C1CCC2=O
5862,1250.0,NC(CS)C(=O)O
5883,4.3,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
5887,38.0,CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl
5898,128.0,CN1CC(O)C2=CC(=O)C(=O)C=C21
5904,329.0,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
5906,51.0,CC(N)C(O)c1cccc(O)c1
5909,150.0,CCC1C(=O)OCC1Cc1cncn1C.Cl
5910,61.9,CCC1C(=O)OCC1Cc1cncn1C
5911,1.6,C[N+]1(C)CCN(c2ccccc2)CC1.[I-]
5917,31.4,C1CCc2nnnn2CC1
5918,13.0,Nc1ccncc1N
5921,293.0,CCN(CC)N=O
5922,5000.0,O=C(O)c1ccncc1
5925,50.0,Cl.ClCCN(Cc1ccccc1)Cc1ccccc1
5926,1.174,C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1.[Cl-]
5929,12.1,CC(Cc1ccccc1)NN
5935,2.0,CN(CCCl)CCCl.Cl
5936,3.2,CC(C)OP(=O)(F)OC(C)C
5938,22.0,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-]
5940,85.4,Br.Br.N=C(N)SCCN
5946,37.0,CC[N+](CC)(CC)CC.[Cl-]
5959,110.0,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
5974,32.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
5976,250.0,CN(C)N
5983,0.4,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C
6000,0.13,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C
6001,340.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
6005,56.0,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
6007,32.0,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1.Cl
6008,32.0,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1
6009,78.0,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
6014,50.0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl
6015,5.0,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C.COS(=O)(=O)[O-]
6019,660.0,Cc1ncc(CO)c(CO)c1O.Cl
6024,4990.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
6032,115.0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
6035,2500.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br
6041,38.0,CNCC(O)c1cccc(O)c1
6047,450.0,NC(Cc1ccc(O)c(O)c1)C(=O)O
6048,56.7,Cl.c1ccc(CC2=NCCN2)cc1
6049,28.5,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
6050,320.0,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC
6055,31.8,CC(N)Cc1ccccc1.CC(N)Cc1ccccc1.O=S(=O)(O)O
6058,190.0,NCCS
6060,10.0,CC(=O)OCC[N+](C)(C)C.[Cl-]
6061,33.2,CNN
6066,16.0,CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1.[Br-]
6070,3.1,Cc1c(C(C)C2NCC(C)CC2O)ccc2c1CC1C2CC=C2CC(O)CCC21C
6075,70.0,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1
6077,59.0,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
6084,14.4,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl
6087,3720.0,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
6089,32.0,CN(C)CCc1c[nH]c2ccccc12
6095,180.0,Nc1nc2nc(-c3ccccc3)nc(N)c2nc1C(=O)NCCN1CCOCC1
6099,77.0,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-]
6100,14.0,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1
6103,376.0,Nc1nc2cc(Cl)ccc2o1
6107,32.0,COC(=O)C1=CCCN(C)C1.Cl
6108,770.0,O=C(O)c1ccc([N+](=O)[O-])cc1
6114,15.0,CC(=O)OC(C)C[N+](C)(C)C.[Cl-]
6116,203.0,CC(=O)[O-].CC(=O)[O-].[Ca+2]
6126,4.0120000000000005,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
6141,63.75,CC(COc1ccccc1)[NH+](CCCl)Cc1ccccc1.[Cl-]
6143,1.41,CNC(=O)Oc1cccc(C(C)C)c1
6148,38.0,CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C
6150,0.178,CNC(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1N2C.CNC(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1N2C.O=S(=O)([O-])[O-]
6167,1.7,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
6171,390.0,Cc1ncc(CO)c(C=O)c1O.Cl
6172,1.8,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
6182,66.0,CC(CNN)c1ccccc1.Cl
6185,0.33,CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1
6196,1490.0,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
6197,150.0,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
6198,103.0,COc1ccc2[nH]cc(CCN)c2c1.Cl
6202,74.0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-]
6203,0.87,Cc1ccccc1OCC[N+](C)(C)C.[Br-]
6209,53.0,C[N+](C)(C)CCO.[Cl-]
6223,7.8,CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3
6224,170.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]
6225,56.0,CC[N+](CC)(CC)CC.[I-]
6228,2500.0,CN(C)C=O
6232,44.0,Cc1ccc(S(=O)(O)=Nc2ccccc2)cc1
6234,560.0,NC1CONC1=O
6239,38.0,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl
6240,20.0,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
6241,49.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O
6243,28.0,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[Cl-].[Cl-]
6245,45.0,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O
6249,4600.0,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
6251,7470.0,OCC(O)C(O)C(O)C(O)CO
6253,7000.0,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
6256,3381.0,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
6263,4370.0,CCS(=O)CC
6270,145.0,CCC(=O)c1ccc(N)cc1
6274,2000.0,NC(Cc1cnc[nH]1)C(=O)O
6276,184.0,CCCCCO
6277,31.0,CC(=O)[O-].CC(=O)[O-].[Co+2]
6282,334.0,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21.[Na+].[Na+]
6284,12779.0,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-]
6285,14.2,CC[N+](CC)(CC)CC.[Br-]
6295,173.0,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1
6296,328.0,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
6314,15.0,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl
6316,70.0,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1.Cl
6342,612.0,CC#N
6354,290.0,C1CO1
6381,1.8,C[N+](C)(C)C.[I-]
6386,1538.0,CC(C)(C)O
6405,610.0,CCC(C)(C)O
6409,250.0,OCC(F)(F)F
6422,1200.0,O=C(O)C(F)(F)F
6428,9000.0,FC(F)(Cl)C(F)(Cl)Cl
6452,100.0,C=CC[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
6456,180.0,ClC(c1ccccc1)(c1ccccc1)c1ccccc1
6458,56.0,Cl[Si](c1ccccc1)(c1ccccc1)c1ccccc1
6461,9.8,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
6469,65.0,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
6472,67.0,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1
6481,55.0,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C
6496,11.0,C=CS(=O)(=O)C=C
6500,0.15,CCOP(=O)(C#N)N(C)C
6503,1210.0,NC(CO)(CO)CO
6539,56.0,CCCCOP(=O)(CCCC)OCCCC
6540,180.0,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
6560,417.0,CC(C)CO
6568,764.0,CCC(C)O
6575,33.9,ClC=C(Cl)Cl
6577,32.0,O=C(Cl)CCl
6580,180.0,NC(=O)CCl
6582,4015.0,CNC(C)=O
6585,17.86,CC(=O)OO
6603,40.0,CN1C(C)(C)CCCC1(C)C
6614,12.5,CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C.[Cl-].[Cl-]
6617,254.0,CC(C)(O)C(C)(O)c1ccc(Cl)cc1
6620,25.0,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O
6663,56.0,CCc1ccc2c(c1)C(C)(C)CCC2(C)C
6672,45.0,Cc1cccc(C)c1[N+](=O)[O-]
6673,56.0,C1C2OC2C2C1C1CC2C2OC12
6674,1492.0,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
6677,180.0,Cc1ccc2c(c1-c1c(C)ccc3c1C(=O)c1ccccc1C3=O)C(=O)c1ccccc1C2=O
6688,320.0,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21
6709,56.0,O=C1c2ccccc2C(=O)c2c(Cl)cccc21
6718,56.0,O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl
6723,500.0,Cc1ncc(CO)c(C(=O)O)c1O
6740,56.0,Cc1c(Cl)cccc1[N+](=O)[O-]
6775,13.0,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O
6776,180.0,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21
6798,11800.0,CCC(=O)Nc1c(I)c(NC(=O)CC)c(I)c(C(=O)O)c1I
6806,8000.0,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
6814,320.0,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1
6826,180.0,CNc1ccccc1C(=O)OC
6837,100.0,N#CC(c1ccccc1)c1ccccc1
6842,40.0,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-]
